dataset,classifier,explainer,threshold,general_idx_run_1,general_idx_run_2,general_idx_run_3,general_idx_run_4,general_idx_run_5,general_idx_run_6,general_idx_run_7,general_idx_run_8,general_idx_run_9,general_idx_run_10,true_idx_run_1,true_idx_run_2,true_idx_run_3,true_idx_run_4,true_idx_run_5,true_idx_run_6,true_idx_run_7,true_idx_run_8,true_idx_run_9,true_idx_run_10,false_idx_run_1,false_idx_run_2,false_idx_run_3,false_idx_run_4,false_idx_run_5,false_idx_run_6,false_idx_run_7,false_idx_run_8,false_idx_run_9,false_idx_run_10,general_mean,true_mean,false_mean
cicids17,CatBoost,lime,0.0,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615387,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615389,0.015384615384615389,0.015384615384615385
cicids17,CatBoost,lime,0.1,0.5489846153846154,0.5449846153846154,0.5489076923076923,0.5444923076923076,0.5466615384615384,0.5447692307692307,0.5518615384615384,0.5427538461538461,0.5489846153846154,0.5419076923076923,0.5451538461538462,0.542876923076923,0.5459076923076923,0.543,0.543923076923077,0.5483538461538462,0.5471076923076923,0.5420615384615385,0.5424615384615384,0.5426461538461539,0.508255404725993,0.5062845651080945,0.5202212166918049,0.5125389643036702,0.5019004524886878,0.5095022624434389,0.5115736551030668,0.5156359979889391,0.513826043237808,0.5115937657114127,0.546430769230769,0.5443492307692309,0.5111332327802915
cicids17,CatBoost,lime,0.2,0.807123076923077,0.8072461538461541,0.8044153846153848,0.8003846153846155,0.8064461538461539,0.8004769230769232,0.8079846153846156,0.8035076923076925,0.8052000000000001,0.8005846153846156,0.8031846153846155,0.802523076923077,0.8046307692307694,0.798646153846154,0.8002307692307694,0.8048461538461539,0.805246153846154,0.8040153846153847,0.8007384615384617,0.8020923076923077,0.77649069884364,0.7767923579688286,0.7860432378079438,0.7830467571644042,0.7731121166415283,0.7788235294117647,0.7778381096028156,0.7833886375062846,0.7840321769733535,0.7797083961789844,0.8043369230769232,0.8026153846153848,0.7799276018099547
cicids17,CatBoost,lime,0.3,0.9024153846153847,0.9025076923076925,0.9010153846153848,0.8977076923076924,0.902123076923077,0.8995538461538463,0.9041846153846155,0.8995384615384616,0.9014923076923078,0.8977230769230771,0.9003384615384618,0.8991076923076926,0.9012769230769231,0.8982,0.8986307692307693,0.9009384615384617,0.9017384615384617,0.8996153846153847,0.8980153846153849,0.8977538461538463,0.895062845651081,0.8937757667169434,0.9003720462543995,0.9009954751131223,0.8942986425339366,0.895686274509804,0.8968124685771747,0.8991050779286076,0.9005932629462041,0.8968526897938665,0.9008261538461539,0.8995615384615387,0.8973554550025138
cicids17,CatBoost,lime,0.4,0.951969230769231,0.9516615384615386,0.9508461538461539,0.9480307692307693,0.9508923076923077,0.9491384615384617,0.9517076923076925,0.9501076923076924,0.9513384615384616,0.9483384615384616,0.9497692307692309,0.9491692307692308,0.9509538461538463,0.947523076923077,0.9478153846153848,0.9504923076923079,0.9502153846153847,0.9492923076923078,0.948123076923077,0.9480307692307692,0.9489994972347914,0.9481950729009554,0.953443941679236,0.9534841628959275,0.9470688788335847,0.9501256913021618,0.9494218200100553,0.9507893413775768,0.9532830568124686,0.9515736551030669,0.9504030769230771,0.9491384615384616,0.9506385118149824
cicids17,CatBoost,lime,0.5,0.9745846153846155,0.9753846153846155,0.9745846153846155,0.9727076923076925,0.9745846153846155,0.9732307692307693,0.974846153846154,0.9738615384615386,0.9739846153846153,0.9722615384615385,0.9737846153846156,0.9729076923076923,0.9744923076923078,0.9713076923076924,0.9725846153846155,0.9745384615384616,0.9740000000000001,0.9735538461538463,0.9720615384615386,0.972523076923077,0.9732327802916039,0.9726495726495726,0.9766515837104073,0.9766716943187532,0.972187028657617,0.9741779788838613,0.9730718954248367,0.9749622926093515,0.9757466063348416,0.9752438411261941,0.9740030769230771,0.9731753846153847,0.9744595274007037
cicids17,CatBoost,lime,0.6,0.9810307692307694,0.9812461538461539,0.9805538461538463,0.9797384615384616,0.9804,0.9802923076923078,0.9809384615384615,0.980123076923077,0.9806307692307693,0.9797384615384616,0.9804615384615386,0.9801230769230771,0.9810769230769231,0.9792307692307692,0.9798153846153846,0.9810307692307693,0.9806923076923079,0.9799076923076924,0.9795076923076924,0.9798461538461538,0.9799296128707894,0.9791654097536451,0.9812770236299647,0.9816993464052289,0.9787430869783812,0.9803318250377073,0.9794670688788337,0.9810558069381601,0.9810558069381601,0.9809351432880846,0.9804692307692309,0.9801692307692308,0.9803660130718954
cicids17,CatBoost,lime,0.7,0.9829692307692308,0.9832923076923078,0.9829076923076924,0.9821538461538462,0.9827076923076924,0.9826153846153848,0.9828923076923077,0.9825846153846155,0.9828923076923077,0.9823076923076923,0.9825846153846155,0.9822769230769232,0.9829076923076923,0.9819846153846155,0.982446153846154,0.983123076923077,0.9827384615384616,0.982323076923077,0.9822000000000001,0.9824153846153847,0.9821618903971846,0.9816993464052287,0.9830065359477124,0.983107088989442,0.9815786827551535,0.9824233283056812,0.9819607843137256,0.9828054298642535,0.9829663147310206,0.9827652086475616,0.9827323076923079,0.9825000000000002,0.9824474610356964
cicids17,CatBoost,lime,0.8,0.9839230769230769,0.9839230769230769,0.9837846153846154,0.9835076923076924,0.9837846153846154,0.9836461538461538,0.9837846153846154,0.9835692307692308,0.9839846153846153,0.9834,0.9836000000000001,0.9835538461538463,0.9838615384615385,0.9835538461538461,0.983476923076923,0.9839230769230769,0.9836769230769231,0.9834923076923078,0.9834769230769231,0.9835538461538463,0.9831875314228256,0.982885872297637,0.9837707390648568,0.9837908496732025,0.9830668677727501,0.9833685268979387,0.9834288587229765,0.9836098541980894,0.9836902966314731,0.9838310708898944,0.9837307692307691,0.9836169230769232,0.9834630467571644
cicids17,CatBoost,lime,0.9,0.9844307692307693,0.9844153846153847,0.9843538461538462,0.9841076923076923,0.9843076923076923,0.9842461538461539,0.9843076923076923,0.9842000000000001,0.9843846153846155,0.9841538461538462,0.9842769230769232,0.9842923076923078,0.9843846153846155,0.9842307692307692,0.9842307692307692,0.9843538461538462,0.9842153846153847,0.9842615384615385,0.9842153846153847,0.9842923076923078,0.984112619406737,0.9839919557566618,0.9842936148818502,0.9842936148818502,0.9841729512317747,0.9842131724484665,0.9841729512317747,0.9842735042735042,0.9842332830568125,0.984333836098542,0.9842907692307694,0.9842753846153846,0.9842091503267977
