dataset,classifier,sample_set,run_nr,threshold,lime_mean,lime_std,lime_var,shap_mean,shap_std,shap_var,ttest_statistic,p_value,interpretation
cicids18,RandomForest,general_idx,10,0.4,0.9574,0.01497,0.00022,0.91989,0.06002,0.0036,19.0128,0.0,Significant difference
cicids18,RandomForest,general_idx,10,0.5,0.98348,0.00353,1e-05,0.94078,0.04215,0.00178,31.726,0.0,Significant difference
cicids18,RandomForest,general_idx,10,0.6,0.98403,0.00142,0.0,0.95544,0.03009,0.00091,29.92942,0.0,Significant difference
cicids18,RandomForest,general_idx,10,0.7,0.98406,0.001,0.0,0.96559,0.02091,0.00044,27.84999,0.0,Significant difference
cicids18,RandomForest,general_idx,10,0.8,0.98408,0.00087,0.0,0.97462,0.01333,0.00018,22.37546,0.0,Significant difference
cicids18,RandomForest,general_idx,10,0.9,0.98411,0.0005,0.0,0.98008,0.00828,7e-05,15.35149,0.0,Significant difference
cicids18,XGBoost,general_idx,1,0.0,0.01587,0.0,0.0,0.23092,0.1825,0.03331,-37.262,0.0,Significant difference
cicids18,XGBoost,general_idx,1,0.1,0.44163,0.06826,0.00466,0.77487,0.12077,0.01459,-73.04279,0.0,Significant difference
cicids18,XGBoost,general_idx,1,0.2,0.68719,0.05185,0.00269,0.89206,0.06475,0.00419,-76.18622,0.0,Significant difference
cicids18,XGBoost,general_idx,1,0.3,0.80287,0.03654,0.00134,0.93619,0.0394,0.00155,-75.96,0.0,Significant difference
cicids18,XGBoost,general_idx,1,0.4,0.86248,0.02645,0.0007,0.95556,0.02705,0.00073,-74.57104,0.0,Significant difference
cicids18,XGBoost,general_idx,1,0.5,0.9031,0.02484,0.00062,0.96494,0.01954,0.00038,-59.36176,0.0,Significant difference
cicids18,XGBoost,general_idx,1,0.6,0.93679,0.02219,0.00049,0.97048,0.01533,0.00024,-38.16023,0.0,Significant difference
cicids18,XGBoost,general_idx,1,0.7,0.96044,0.01591,0.00025,0.97449,0.01187,0.00014,-21.64697,0.0,Significant difference
cicids18,XGBoost,general_idx,1,0.8,0.9729,0.01122,0.00013,0.97783,0.00903,8e-05,-10.54175,0.0,Significant difference
cicids18,XGBoost,general_idx,1,0.9,0.9803,0.00733,5e-05,0.98125,0.0064,4e-05,-3.01971,0.00259,Significant difference
cicids18,XGBoost,general_idx,2,0.0,0.01587,0.0,0.0,0.25237,0.17629,0.03108,-42.42231,0.0,Significant difference
cicids18,XGBoost,general_idx,2,0.1,0.44097,0.06876,0.00473,0.78608,0.11473,0.01316,-78.59709,0.0,Significant difference
cicids18,XGBoost,general_idx,2,0.2,0.68813,0.04954,0.00245,0.90038,0.06015,0.00362,-82.7647,0.0,Significant difference
cicids18,XGBoost,general_idx,2,0.3,0.80376,0.03529,0.00125,0.94189,0.03634,0.00132,-83.07548,0.0,Significant difference
cicids18,XGBoost,general_idx,2,0.4,0.8631,0.02689,0.00072,0.95795,0.02445,0.0006,-79.2437,0.0,Significant difference
cicids18,XGBoost,general_idx,2,0.5,0.90271,0.02493,0.00062,0.96784,0.01852,0.00034,-65.18158,0.0,Significant difference
cicids18,XGBoost,general_idx,2,0.6,0.93621,0.02178,0.00047,0.97613,0.013,0.00017,-49.7038,0.0,Significant difference
cicids18,XGBoost,general_idx,2,0.7,0.95941,0.01649,0.00027,0.98014,0.00904,8e-05,-35.1087,0.0,Significant difference
cicids18,XGBoost,general_idx,2,0.8,0.97267,0.01153,0.00013,0.98189,0.00637,4e-05,-22.54542,0.0,Significant difference
cicids18,XGBoost,general_idx,2,0.9,0.97997,0.00793,6e-05,0.98319,0.00406,2e-05,-11.38172,0.0,Significant difference
cicids18,XGBoost,general_idx,3,0.0,0.01587,0.0,0.0,0.23329,0.17972,0.0323,-38.25569,0.0,Significant difference
cicids18,XGBoost,general_idx,3,0.1,0.44289,0.07013,0.00492,0.77152,0.12592,0.01586,-69.30984,0.0,Significant difference
cicids18,XGBoost,general_idx,3,0.2,0.68638,0.05392,0.00291,0.89394,0.06769,0.00458,-74.21252,0.0,Significant difference
cicids18,XGBoost,general_idx,3,0.3,0.80395,0.03736,0.0014,0.93786,0.03949,0.00156,-76.66553,0.0,Significant difference
cicids18,XGBoost,general_idx,3,0.4,0.86273,0.02698,0.00073,0.955,0.02776,0.00077,-73.39843,0.0,Significant difference
cicids18,XGBoost,general_idx,3,0.5,0.9034,0.02489,0.00062,0.96522,0.02067,0.00043,-59.46554,0.0,Significant difference
cicids18,XGBoost,general_idx,3,0.6,0.93713,0.02241,0.0005,0.97043,0.01618,0.00026,-36.9287,0.0,Significant difference
cicids18,XGBoost,general_idx,3,0.7,0.95995,0.0165,0.00027,0.97544,0.01147,0.00013,-23.66365,0.0,Significant difference
cicids18,XGBoost,general_idx,3,0.8,0.97268,0.01095,0.00012,0.97908,0.00779,6e-05,-14.80126,0.0,Significant difference
cicids18,XGBoost,general_idx,3,0.9,0.9803,0.00715,5e-05,0.9814,0.00604,4e-05,-3.67463,0.00025,Significant difference
cicids18,XGBoost,general_idx,4,0.0,0.01587,0.0,0.0,0.24387,0.18084,0.0327,-39.86874,0.0,Significant difference
cicids18,XGBoost,general_idx,4,0.1,0.43821,0.07032,0.00495,0.82298,0.09832,0.00967,-98.78488,0.0,Significant difference
cicids18,XGBoost,general_idx,4,0.2,0.68646,0.05205,0.00271,0.92217,0.04941,0.00244,-100.84745,0.0,Significant difference
cicids18,XGBoost,general_idx,4,0.3,0.80251,0.03589,0.00129,0.95049,0.02927,0.00086,-97.05195,0.0,Significant difference
cicids18,XGBoost,general_idx,4,0.4,0.86151,0.02697,0.00073,0.96133,0.02074,0.00043,-88.19719,0.0,Significant difference
cicids18,XGBoost,general_idx,4,0.5,0.90252,0.02466,0.00061,0.97098,0.01604,0.00026,-71.75743,0.0,Significant difference
cicids18,XGBoost,general_idx,4,0.6,0.93652,0.02239,0.0005,0.97776,0.01084,0.00012,-52.4999,0.0,Significant difference
cicids18,XGBoost,general_idx,4,0.7,0.96021,0.01612,0.00026,0.98113,0.00777,6e-05,-37.42693,0.0,Significant difference
cicids18,XGBoost,general_idx,4,0.8,0.9737,0.011,0.00012,0.98237,0.00552,3e-05,-22.46943,0.0,Significant difference
cicids18,XGBoost,general_idx,4,0.9,0.98086,0.00677,5e-05,0.98306,0.0041,2e-05,-8.82781,0.0,Significant difference
cicids18,XGBoost,general_idx,5,0.0,0.01587,0.0,0.0,0.28038,0.17572,0.03088,-47.60062,0.0,Significant difference
cicids18,XGBoost,general_idx,5,0.1,0.43962,0.07145,0.00511,0.82465,0.10165,0.01033,-94.75211,0.0,Significant difference
cicids18,XGBoost,general_idx,5,0.2,0.6874,0.05315,0.00283,0.91832,0.05145,0.00265,-95.20697,0.0,Significant difference
cicids18,XGBoost,general_idx,5,0.3,0.80189,0.03688,0.00136,0.94852,0.03075,0.00095,-92.86767,0.0,Significant difference
cicids18,XGBoost,general_idx,5,0.4,0.86279,0.02732,0.00075,0.95905,0.02101,0.00044,-83.87403,0.0,Significant difference
cicids18,XGBoost,general_idx,5,0.5,0.90387,0.02441,0.0006,0.96605,0.01731,0.0003,-62.49794,0.0,Significant difference
cicids18,XGBoost,general_idx,5,0.6,0.93683,0.02267,0.00051,0.97219,0.01488,0.00022,-40.42863,0.0,Significant difference
cicids18,XGBoost,general_idx,5,0.7,0.95976,0.01617,0.00026,0.97803,0.01099,0.00012,-29.58378,0.0,Significant difference
cicids18,XGBoost,general_idx,5,0.8,0.97294,0.01156,0.00013,0.98141,0.00688,5e-05,-20.18989,0.0,Significant difference
cicids18,XGBoost,general_idx,5,0.9,0.98,0.00779,6e-05,0.98303,0.00421,2e-05,-10.79886,0.0,Significant difference
cicids18,XGBoost,general_idx,6,0.0,0.01587,0.0,0.0,0.26679,0.17504,0.03064,-45.33204,0.0,Significant difference
cicids18,XGBoost,general_idx,6,0.1,0.44281,0.07024,0.00493,0.82283,0.10738,0.01153,-91.70867,0.0,Significant difference
cicids18,XGBoost,general_idx,6,0.2,0.68744,0.05266,0.00277,0.92019,0.05553,0.00308,-94.65038,0.0,Significant difference
cicids18,XGBoost,general_idx,6,0.3,0.80511,0.03732,0.00139,0.95127,0.03355,0.00113,-92.75686,0.0,Significant difference
cicids18,XGBoost,general_idx,6,0.4,0.8636,0.02708,0.00073,0.96295,0.02164,0.00047,-91.60353,0.0,Significant difference
cicids18,XGBoost,general_idx,6,0.5,0.90375,0.02475,0.00061,0.97102,0.01659,0.00028,-71.74971,0.0,Significant difference
cicids18,XGBoost,general_idx,6,0.6,0.93687,0.02267,0.00051,0.97487,0.01217,0.00015,-48.09944,0.0,Significant difference
cicids18,XGBoost,general_idx,6,0.7,0.96013,0.01596,0.00025,0.97735,0.00995,0.0001,-29.21617,0.0,Significant difference
cicids18,XGBoost,general_idx,6,0.8,0.97297,0.01139,0.00013,0.97941,0.00814,7e-05,-14.55635,0.0,Significant difference
cicids18,XGBoost,general_idx,6,0.9,0.98063,0.00702,5e-05,0.98246,0.00507,3e-05,-6.57324,0.0,Significant difference
cicids18,XGBoost,general_idx,7,0.0,0.01587,0.0,0.0,0.25037,0.17682,0.03127,-41.93634,0.0,Significant difference
cicids18,XGBoost,general_idx,7,0.1,0.44211,0.06874,0.00472,0.78379,0.1147,0.01316,-79.78937,0.0,Significant difference
cicids18,XGBoost,general_idx,7,0.2,0.68622,0.05043,0.00254,0.89673,0.0638,0.00407,-80.47111,0.0,Significant difference
cicids18,XGBoost,general_idx,7,0.3,0.80132,0.0356,0.00127,0.93894,0.04028,0.00162,-80.05561,0.0,Significant difference
cicids18,XGBoost,general_idx,7,0.4,0.86206,0.0268,0.00072,0.95913,0.02612,0.00068,-80.857,0.0,Significant difference
cicids18,XGBoost,general_idx,7,0.5,0.90267,0.02476,0.00061,0.96827,0.0197,0.00039,-64.96502,0.0,Significant difference
cicids18,XGBoost,general_idx,7,0.6,0.9371,0.02134,0.00046,0.97419,0.01421,0.0002,-46.13501,0.0,Significant difference
cicids18,XGBoost,general_idx,7,0.7,0.96003,0.01632,0.00027,0.97727,0.01131,0.00013,-28.36302,0.0,Significant difference
cicids18,XGBoost,general_idx,7,0.8,0.97254,0.01151,0.00013,0.97971,0.00899,8e-05,-16.30522,0.0,Significant difference
cicids18,XGBoost,general_idx,7,0.9,0.9803,0.00743,6e-05,0.98244,0.00552,3e-05,-7.58125,0.0,Significant difference
cicids18,XGBoost,general_idx,8,0.0,0.01587,0.0,0.0,0.25897,0.17381,0.03021,-44.22761,0.0,Significant difference
cicids18,XGBoost,general_idx,8,0.1,0.44217,0.06771,0.00458,0.80219,0.10758,0.01157,-86.11662,0.0,Significant difference
cicids18,XGBoost,general_idx,8,0.2,0.68771,0.05253,0.00276,0.90602,0.05898,0.00348,-86.88601,0.0,Significant difference
cicids18,XGBoost,general_idx,8,0.3,0.8034,0.03727,0.00139,0.93881,0.03669,0.00135,-81.57765,0.0,Significant difference
cicids18,XGBoost,general_idx,8,0.4,0.8631,0.02726,0.00074,0.95594,0.02433,0.00059,-77.52706,0.0,Significant difference
cicids18,XGBoost,general_idx,8,0.5,0.90257,0.02489,0.00062,0.96625,0.0187,0.00035,-62.5809,0.0,Significant difference
cicids18,XGBoost,general_idx,8,0.6,0.9367,0.0226,0.00051,0.97252,0.01442,0.00021,-41.56954,0.0,Significant difference
cicids18,XGBoost,general_idx,8,0.7,0.95973,0.01589,0.00025,0.97563,0.01128,0.00013,-25.58713,0.0,Significant difference
cicids18,XGBoost,general_idx,8,0.8,0.97259,0.01121,0.00013,0.97768,0.00889,8e-05,-11.04402,0.0,Significant difference
cicids18,XGBoost,general_idx,8,0.9,0.98014,0.00721,5e-05,0.98006,0.00711,5e-05,0.23962,0.81068,No significant difference
cicids18,XGBoost,general_idx,9,0.0,0.01587,0.0,0.0,0.2686,0.18249,0.0333,-43.79499,0.0,Significant difference
cicids18,XGBoost,general_idx,9,0.1,0.44108,0.06889,0.00475,0.83035,0.09519,0.00906,-101.37005,0.0,Significant difference
cicids18,XGBoost,general_idx,9,0.2,0.69003,0.05163,0.00267,0.92068,0.04994,0.00249,-97.67281,0.0,Significant difference
cicids18,XGBoost,general_idx,9,0.3,0.80297,0.03701,0.00137,0.95148,0.02977,0.00089,-94.85413,0.0,Significant difference
cicids18,XGBoost,general_idx,9,0.4,0.8634,0.02614,0.00068,0.96678,0.01995,0.0004,-98.63438,0.0,Significant difference
cicids18,XGBoost,general_idx,9,0.5,0.9031,0.0242,0.00059,0.97252,0.01407,0.0002,-78.79859,0.0,Significant difference
cicids18,XGBoost,general_idx,9,0.6,0.93598,0.02187,0.00048,0.97616,0.01116,0.00012,-52.85166,0.0,Significant difference
cicids18,XGBoost,general_idx,9,0.7,0.95938,0.01637,0.00027,0.98005,0.00845,7e-05,-36.05417,0.0,Significant difference
cicids18,XGBoost,general_idx,9,0.8,0.97251,0.0115,0.00013,0.98194,0.006,4e-05,-23.52034,0.0,Significant difference
cicids18,XGBoost,general_idx,9,0.9,0.98029,0.00737,5e-05,0.98317,0.0039,2e-05,-11.17719,0.0,Significant difference
cicids18,XGBoost,general_idx,10,0.0,0.01587,0.0,0.0,0.26479,0.18449,0.03404,-42.66552,0.0,Significant difference
cicids18,XGBoost,general_idx,10,0.1,0.44097,0.06843,0.00468,0.81975,0.09802,0.00961,-96.38212,0.0,Significant difference
cicids18,XGBoost,general_idx,10,0.2,0.68724,0.05271,0.00278,0.91452,0.0474,0.00225,-99.45677,0.0,Significant difference
cicids18,XGBoost,general_idx,10,0.3,0.80179,0.03753,0.00141,0.94567,0.03005,0.0009,-93.29299,0.0,Significant difference
cicids18,XGBoost,general_idx,10,0.4,0.86211,0.02697,0.00073,0.96014,0.02056,0.00042,-89.78342,0.0,Significant difference
cicids18,XGBoost,general_idx,10,0.5,0.90276,0.02432,0.00059,0.96944,0.01496,0.00022,-73.37639,0.0,Significant difference
cicids18,XGBoost,general_idx,10,0.6,0.93687,0.02226,0.0005,0.97665,0.01183,0.00014,-49.73845,0.0,Significant difference
cicids18,XGBoost,general_idx,10,0.7,0.95887,0.01707,0.00029,0.9807,0.00845,7e-05,-36.67279,0.0,Significant difference
cicids18,XGBoost,general_idx,10,0.8,0.97294,0.01139,0.00013,0.98221,0.00595,4e-05,-23.0202,0.0,Significant difference
cicids18,XGBoost,general_idx,10,0.9,0.98011,0.00747,6e-05,0.98292,0.00438,2e-05,-10.43057,0.0,Significant difference
